
更多免费直播源，关注微信群lfy4482暗号”加群”
台灣頻道,#genre#
民視影劇台,https://4gtvfreemobile-mozai.4gtv.tv/2rqbIbRqglryu8IiI0qxjrccv7fDS-G13j9voZQySdk%3d/stream2.m3u8?token=7_GvS2I7i2XhcMTApCqRsQ&expires=1632735997&token1=7amtPD5YIAjhQAZSQ1eijQ&expires1=1632764797&refer=MWRkZGE1NmMtYjk2My00MGQ5LTlhOGQtOTA3NjQ2MDg5ZDU0&y=0
民視影劇台,http://seb.sason.top/ptv/ftv.php?id=yj
民視旅遊台,https://4gtvfreemobile-mozai.4gtv.tv/5aKpM4LBCCkSNY-NDqu_QuK_2b__ckfU6MnG55DANMI%3d/stream2.m3u8?token=CnJNRPOvMkXHAg7xZ3MRvg&expires=1632736040&token1=Bj0UqU00DPlvywn8kxMqXg&expires1=1632764840&refer=ZTIxNThiOGItY2RkNC00YTM0LTg3YjktMGUyMGU5NTI1NTQ2&y=0
民視旅遊台,http://43.128.9.168/jjtv.php?id=28
民視旅遊台,http://seb.sason.top/ptv/ftv.php?id=ly
民視綜藝台,https://4gtvfreemobile-mozai.4gtv.tv/0df68Gf2eZZfeig9vWfaKfrjsVCG-GW-OCbyLHhoW0M%3d/stream2.m3u8?token=kZe4eLTn9CRCt4byOtfzpQ&expires=1628316954&refer=ZDRjZGQzODAtOTUyMi00ZDAxLTgyMzktZTMyMzFiZWUwZGIz&token1=kHxHRFjqciiDO5a-uaorqw&expires1=1628345754&y=0&vt=
民視綜藝台,https://4gtvfreemobile-mozai.4gtv.tv/NgfVD30MBxjs1kU9m3lMtxjPqnu2_Me6anz6aPf7PYc%3d/stream2.m3u8?token=m-OTQK_06hRbFrhAJwCjTA&expires=1632730935&token1=8kPUOFYapn4YUVKcqEpDxA&expires1=1632759735&refer=YWQ5MDU3YjYtNGViYy00MGJkLWJiMjMtZjg1NmMyMTYyODU1&y=0&vt=
民視綜藝台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?ts=hi/vod/tQOK-BZ2yVw/4gtv-4gtv004-avc1_6000000=1-mp4a_134000=2.m3u8
民視綜藝台,http://seb.sason.top/ptv/ftv.php?id=zy
台視,rtmp://59.124.75.138/sat/tv071
台視,http://50.7.61.148:30080/Entry/ttv
台視,http://60.251.59.180:8543/xoxo.m3u8
台視,rtmp://161.202.204.248/sat/tv071
台視,rtmp://161.202.204.248:1935/sat/tv071
台視新聞,https://git.io/JgkxY
台視新聞,http://v3948069e.live.126.net/live/ugdbeaya63838689/38.flv
台視新聞,http://43.128.9.168/jjtv.php?id=34
台視新聞,http://seb.sason.top/sc/tsxw_fhd.m3u8
台視新聞,p5p://fccs.123178.top:9906/60448580000cd93c01bc61c5ce37b60a.ts
中視,rtmp://59.124.75.138/sat/tv091
中視,rtmp://161.202.204.248/sat/tv091
中視,http://iptv5.phoves.com.cn/api/mitv.php?id=29
中視,http://50.7.61.148:30080/Entry/ctv
中視經典台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv080
中視經典台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv080
中視菁采台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv064
中視菁采台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv064
中視新聞,https://git.io/Jgkxz
中視新聞,http://43.128.9.168/jjtv.php?id=33
中視新聞,http://seb.sason.top/sc/zsxw_fhd.m3u8
中視新聞,http://185.207.176.189:8080/channels/tw-101/playlist.m3u8
華視,rtmp://59.124.75.157/sat/tv111
華視,http://50.7.61.147:30080/Entry/cts
華視,rtmp://59.124.75.138/sat/tv111
華視,http://185.207.176.189:8080/channels/tw-501/playlist.m3u8
華視,rtmp://161.202.204.248/sat/tv111
華視,rtmp://161.202.204.248:1935/sat/tv111
華視新聞資訊,https://raw.githubusercontent.com/StanleyChen0924/Myself/YTlive/hsxw.m3u8
華視新聞資訊,http://43.128.9.168/jjtv.php?id=41
華視新聞資訊,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twhsxw
華視新聞資訊,http://seb.sason.top/sc/hsxw_fhd.m3u8
華視新聞資訊,http://185.207.176.189:8080/channels/tw-503/playlist.m3u8
公視,https://flv3948069e.live.126.net/live/sytv_9dd30b5c8e846938c26dde70be773545.flv
公視,http://sytv.xtvants.fun/mytv.php?id=gs&token=free&user=free
公視,http://sytv.xtvants.fun/mytv.php?id=gs&token=qq3036107507&user=fmys
公視,https://git.io/JVFGN#https://git.io/JVFBr
公視,https://git.io/JgkxM
公視,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS.m3u8
公視,https://stream5.woniuzfb.com/live/gs/HGbvhjpI.m3u8
公視,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/PTS.m3u8
公視三台,http://sytv.xtvants.fun/mytv.php?id=gs3&token=qq3036107507&user=fmys
公視戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv042
公視戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv042
大愛一台,https://git.io/Jgkx9
大愛一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台,https://git.io/JgYms
大愛二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛海外,https://git.io/J2GSu
大愛海外,https://pulltv3.wanfudaluye.com/live/tv3.m3u8
三立台灣台,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&amp;rebase=on
三立台灣台,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8?sd=10&rebase=on
三立台灣台,https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8
三立台灣台,http://125.227.210.55:15714/VideoInput/play.ts
三立台灣台,http://50.7.61.148:30080/Entry/settw-
三立台灣台,p5p://fccs.123178.top:9906/60435a1000013bcc070a9c3b0ad870c7.ts
三立台灣台,p5p://fccs.123178.top:9906/60435a1000013bcc070a9c3b0ad870c7.ts
三立台灣台,http://43.128.9.168/jjtv.php?id=129
三立都會台,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&amp;rebase=on
三立都會台,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8?sd=10&rebase=on
三立都會台,https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8
三立都會台,p5p://fccs.123178.top:9906/60435aa10002e65e070cd311539826d8.ts
三立都會台,p5p://fccs.123178.top:9906/60435aa10002e65e070cd311539826d8.ts
三立都會台,http://43.128.9.168/jjtv.php?id=131
三立新聞,http://125.227.210.55:15589/VideoInput/play.ts
三立新聞,http://125.227.210.37:15589/VideoInput/play.ts
三立新聞,http://seb.sason.top/sc/sllive_fhd.m3u8
三立LIVE新聞,https://git.io/Jgkxp
三立LIVE新聞,http://43.128.9.168/jjtv.php?id=44
三立inews新聞,https://git.io/Jgkxj
三立inews新聞,http://43.128.9.168/jjtv.php?id=43
三立inews新聞,http://seb.sason.top/sc/slinews_fhd.m3u8
三立inews新聞,p5p://fccs.123178.top:9906/604496f8000b3b7b02009e1b5871dd53.ts
三立inews新聞,p5p://fccs.123178.top:9906/604496f8000b3b7b02009e1b5871dd53.ts
衛視中文台,http://50.7.61.148:30080/Entry/starchinese
衛視中文台,http://50.7.61.148:30080/Entry/starchinese
衛視中文台,p5p：//fccs.123178.top：9906/6045bbb2000922ef0678142229e89274.ts
衛視中文台,p5p：//fccs.123178.top：9906/6045bbb2000922ef0678142229e89274.ts
更多免费直播源，关注微信群lfy4482暗号”加群”
寰宇新聞全球台,https://git.io/JgkpO
寰宇新聞全球台,http://43.128.9.168/jjtv.php?id=35
寰宇新聞全球台,https://raw.githubusercontent.com/LiuYi0526/IPTV/YTlive/hyxw.m3u8
寰宇新聞全球台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn14
寰宇新聞全球台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn14
寰宇新聞全球台,http://58.99.33.16:1935/liveedge17/live_163_3.stream/chunklist.m3u8
寰宇新聞台灣台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn15
寰宇新聞台灣台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn15
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_852_3.stream/chunklist.m3u8
中台灣生活網,http://58.99.33.16:1935/liveedge17/live_020_3.stream/chunklist.m3u8
CTN,http://58.99.33.16:1935/liveedge17/live_853_3.stream/chunklist.m3u8
CTN,http://58.99.33.16:1935/liveedge17/live_854_3.stream/chunklist.m3u8
年代MUCH,p5p://fccs.123178.top:9906/60449ce00006c4040217af361b6c5a1a.ts
年代MUCH,p5p://fccs.123178.top:9906/60449ce00006c4040217af361b6c5a1a.ts
龍華日韓台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn11
龍華日韓台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn11
龍華戲劇台,p5p://fccs.123178.top:9906/60442a110002751300573584bb335a71.ts	
龍華戲劇台,p5p://fccs.123178.top:9906/60442a110002751300573584bb335a71.ts	
龍華戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn18
龍華戲劇台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn18
龍華戲劇台,p5p://fccs.123178.top:9906/60442a110002751300573584bb335a71.ts	
龍華偶像台,p5p://fccs.123178.top:9906/60442ac30006b54f0059edebe8733672.ts
龍華偶像台,p5p://fccs.123178.top:9906/60442ac30006b54f0059edebe8733672.ts
龍華偶像台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn12
龍華偶像台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn12
龍華動畫台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn01
龍華動畫台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn01
龍華經典台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn21
龍華經典台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn21
FashionOne,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn19
FashionOne,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn19
ELTV英語學習台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn20
ELTV英語學習台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn20
愛爾達綜合台,http://93.190.139.36:8278/streams/d/eltazonghe/playlist.m3u8
愛爾達娛樂台,http://43.128.9.168/jjtv.php?id=53
愛爾達娛樂台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv070
愛爾達娛樂台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv070
MoMo綜合台,rtmp://59.124.75.138/sat/tv761
MoMo綜合台,rtmp://161.202.204.248:1935/sat/tv761
MoMo綜合台,http://58.99.33.16:1935/liveedge17/live_075_3.stream/chunklist.m3u8
FOX頻道,http://125.227.210.55:13498/VideoInput/play.ts
FOX頻道,http://125.227.210.55:13498/VideoInput/play.ts
FOX頻道,http://125.227.210.37:13498/VideoInput/play.ts
海豚綜合,http://58.99.33.16:1935/liveedge17/live_077_3.stream/chunklist.m3u8	
美麗人生,http://58.99.33.16:1935/liveedge17/live_070_3.stream/chunklist.m3u8
八大第一台,p5p://fccs.123178.top:9906/611a7e950004e4af0be88e80bf4b6388.ts
八大第一台,p5p://fccs.123178.top:9906/611a7e950004e4af0be88e80bf4b6388.ts
八大戲劇台,p5p://fccs.123178.top:9906/6044d5ac000936f902f58cb70525846f.ts
八大戲劇台,p5p://fccs.123178.top:9906/6044d5ac000936f902f58cb70525846f.ts
八大綜合台,p5p://fccs.123178.top:9906/6044d641000e5dc002f7d411a124e035.ts
八大綜合台,p5p://fccs.123178.top:9906/6044d641000e5dc002f7d411a124e035.ts
八大娛樂台,p5p://fccs.123178.top:9906/6044d70900008dea02faddc78bf8a126.ts
八大娛樂台,p5p://fccs.123178.top:9906/6044d70900008dea02faddc78bf8a126.ts
八大娛樂台,p5p://45.92.126.18:9906/6044d70900008dea02faddc78bf8a126.ts
八大娛樂台,p5p://45.92.126.18:9906/6044d70900008dea02faddc78bf8a126.ts
MoMo親子台,p5p://fccs.123178.top:9906/604480210005726601a764c84f1d9e1c.ts
MoMo親子台,p5p://fccs.123178.top:9906/604480210005726601a764c84f1d9e1c.ts
東森幼幼,p5p://fccs.123178.top:9906/6044812c00070c6401ab7829e94ee52d.ts
東森幼幼,p5p://fccs.123178.top:9906/6044812c00070c6401ab7829e94ee52d.ts
東森幼幼點點名,https://git.io/JgYON
東森超視,p5p://fccs.123178.top:9906/60449b4f000e1ebf021192b074519d04.ts
東森超視,p5p://fccs.123178.top:9906/60449b4f000e1ebf021192b074519d04.ts
東森超視,https://flv3948069e.live.126.net/live/sytv_e0c30bc8ee846a19f53dde422e773b0b.flv
東森戲劇,http://125.227.210.55:17524/VideoInput/play.ts
東森戲劇,http://125.227.210.37:17524/VideoInput/play.ts
東森戲劇,p5p://fccs.123178.top:9906/60449e3500031323021ce24de00b3ef2.ts
東森戲劇,p5p://fccs.123178.top:9906/60449e3500031323021ce24de00b3ef2.ts
東森綜合,p5p://fccs.123178.top:9906/60449d64000d9a930219b4972f368e8b.ts
東森綜合,p5p://fccs.123178.top:9906/60f6d48100093dde01e5183e2fe6721c.ts
東森綜合,p5p://fccs.123178.top:9906/60449d64000d9a930219b4972f368e8b.ts
東森綜合,p5p://fccs.123178.top:9906/60f6d48100093dde01e5183e2fe6721c.ts
東森新聞,https://git.io/Jgkps
東森新聞,http://v3948069e.live.126.net/live/chljmwfc26030164/42.flv
東森新聞,http://43.128.9.168/jjtv.php?id=38
東森新聞,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twdsxw
東森新聞,http://seb.sason.top/sc/dsxw_fhd.m3u8
東森財經,https://git.io/Jgkpc
東森財經,http://43.128.9.168/jjtv.php?id=39
東森財經,rtmp://59.124.75.138/sat/tv571
東森財經,rtmp://161.202.204.248:1935/sat/tv571
東森財經,http://seb.sason.top/sc/dscjxw_fhd.m3u8
人間衛視,p5p://fccs.123178.top:9906/60463f7d000802da087ae4d0305dfcaf.ts
人間衛視,p5p://fccs.123178.top:9906/60463f7d000802da087ae4d0305dfcaf.ts
JET綜合台,http://sytv.xtvants.fun/mytv.php?id=jet&token=free&user=free
JET綜合台,http://sytv.xtvants.fun/mytv.php?id=jet&token=qq3036107507&user=fmys
JET綜合台,http://50.7.61.147:30080/Entry/jet
JET綜合台,http://43.128.9.168/jjtv.php?id=52
國興衛視,p5p://fccs.123178.top:9906/6044d406000399b302ef1ad77f59ca13.ts
國興衛視,p5p://fccs.123178.top:9906/6044d406000399b302ef1ad77f59ca13.ts
緯來日本,rtmp://59.124.75.138/sat/tv771
緯來日本,http://50.7.61.147:30080/Entry/vljp
緯來育樂,rtmp://59.124.75.138/sat/tv701
緯來體育,http://125.227.210.55:18358/VideoInput/play.ts
緯來體育,http://125.227.210.37:18358/VideoInput/play.ts
TVBS,https://git.io/JgYl2
TVBS,http://50.7.61.148:30080/Entry/tvbs
TVBS新聞台,https://git.io/Jgkp1
TVBS新聞台,rtmp://59.124.75.138/sat/tv551
TVBS新聞台,http://43.128.9.168/jjtv.php?id=42
TVBS新聞台,http://125.227.210.55:16329/VideoInput/play.ts
TVBS新聞台,http://125.227.210.37:16329/VideoInput/play.ts
TVBS歡樂台,rtmp://59.124.75.138/sat/tv421
TVBS歡樂台,rtmp://59.124.75.138:1935/sat/tv421
TVBS歡樂台,rtmp://161.202.204.248/sat/tv421
中天綜合台,http://125.227.210.55:14583/VideoInput/play.ts
中天綜合台,http://125.227.210.37:14583/VideoInput/play.ts
中天娛樂台,http://125.227.210.55:15796/VideoInput/play.ts
中天娛樂台,http://125.227.210.37:15796/VideoInput/play.ts
中天亞洲,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv109
中天亞洲,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv109
中天新聞,https://git.io/Jgkpy
中天新聞,http://43.128.9.168/jjtv.php?id=36
中天新聞,http://seb.sason.top/sc/ztxw_fhd.m3u8
年代新聞,http://125.227.210.55:11055/VideoInput/play.ts
年代新聞,http://125.227.210.37:11055/VideoInput/play.ts
非凡新聞,http://125.227.210.55:15078/VideoInput/play.ts
非凡新聞,http://50.7.61.147:30080/Entry/ubnbus
壹電視新聞台,http://50.7.61.147:30080/Entry/etv
壹電視新聞台,https://www.chaojidianshi.net/nzbtv/ldlive.php?id=twyxw
壹電視新聞台,http://stream.nexttv.com.tw/n001/hd/live.m3u8
壹電視新聞台,http://stream.nexttv.com.tw/n001/playlist.m3u8
彭博財經台,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
TLC旅遊生活頻道,http://50.7.61.147:30080/Entry/tlc
TLC旅遊生活頻道,http://125.227.210.55:19020/VideoInput/play.ts
TLC旅遊生活頻道,http://125.227.210.37:19020/VideoInput/play.ts
TLC旅遊生活頻道,http://125.227.210.55:19020/VideoInput/play.ts
TLC旅遊生活頻道,http://125.227.210.37:19020/VideoInput/play.ts
亞洲旅遊台,http://58.99.33.16:1935/liveedge17/live_172_3.stream/chunklist.m3u8
亞洲旅遊台,http://58.99.33.16:1935/liveedge17/live_172_3.stream/chunklist.m3u8
亞洲旅遊台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn17
亞洲旅遊台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn17
更多免费直播源，关注微信群lfy4482暗号”加群”
EYETV戲劇,p5p://fccs.123178.top:9906/60442b6d000654ae005c85e289945252.ts
EYETV戲劇,p5p://fccs.123178.top:9906/60442b6d000654ae005c85e289945252.ts
EYETV戲劇,p5p://fccs.123178.top:9906/60442b6d000654ae005c85e289945252.ts
CatchPlay電影台,p5p://fccs.123178.top:9906/6044191d000d8b620014ff3bef2f4594.ts
CatchPlay電影台,p5p://fccs.123178.top:9906/6044191d000d8b620014ff3bef2f4594.ts
靖天電影台,p5p://fccs.123178.top:9906/6045b9cc00094ab70670a9bc88048a82.ts
靖天電影台,p5p://fccs.123178.top:9906/6045b9cc00094ab70670a9bc88048a82.ts
CHC高清電影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC家庭電影,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC動作電影,http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
龍華電影台,p5p://fccs.123178.top:9906/604426fa000c13eb004b26236e73affa.ts	
龍華電影台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn03
龍華電影台,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn03
龍華洋片台,p5p://fccs.123178.top:9906/6044287d000e2bb500510e64fec426ab.ts
龍華洋片台,p5p://fccs.123178.top:9906/6044287d000e2bb500510e64fec426ab.ts
衛視電影台,https://flv3948069e.live.126.net/live/sytv_72a30baf1e84656b6e2dde008e77399a.flv
衛視電影台,p5p://fccs.123178.top:9906/607318ce000ef9a107a827d158704e10.ts
衛視電影台,p5p://fccs.123178.top:9906/607318ce000ef9a107a827d158704e10.ts
星衛HD電影,p5p://fccs.123178.top:9906/6044d33b0006a70302ec02a7d10a2600.ts
星衛HD電影,p5p://fccs.123178.top:9906/6044d33b0006a70302ec02a7d10a2600.ts
星衛HD電影,p5p://fccs.123178.top:9906/60494c90000347391465f5d2b8473dbe.ts
星衛HD電影,p5p://fccs.123178.top:9906/6044d33b0006a70302ec02a7d10a2600.ts
東森電影台,http://host496323.us.ooqr.com/pltv/gz.php?id=dsdy
龍祥時代電影台,p5p://fccs.123178.top:9906/6045bb31000469b906761b04cfa6bdb1.ts
龍祥時代電影台,p5p://45.92.126.18:9906/6045bb31000469b906761b04cfa6bdb1.ts
龍祥時代電影台,p5p://fccs.123178.top:9906/6045bb31000469b906761b04cfa6bdb1.ts
龍祥時代電影台,p5p://45.92.126.18:9906/6045bb31000469b906761b04cfa6bdb1.ts
HBO,http://50.7.61.148:30080/Entry/hbo
HBO,p5p://fccs.123178.top:9906/604338a40001163206880e5297cc95ab
HBO,p5p://fccs.123178.top:9906/604338a40001163206880e5297cc95ab
HBOHD,http://125.227.210.55:16027/VideoInput/play.ts
HBOHD,http://125.227.210.37:16027/VideoInput/play.ts
HBO原創,p5p://fccs.123178.top:9906/604339520007991f068ab7ad0427275f
HBO原創,p5p://fccs.123178.top:9906/604339520007991f068ab7ad0427275f
HBO Hits HD,p5p://fccs.123178.top:9906/60442428000dc9020040224339113352
HBO Hits HD,p5p://fccs.123178.top:9906/60442428000dc9020040224339113352
衛視洋片,http://125.227.210.55:18789/VideoInput/play.ts
衛視洋片,http://125.227.210.37:18789/VideoInput/play.ts
東森洋片,http://125.227.210.55:18685/VideoInput/play.ts
東森洋片,http://125.227.210.37:18685/VideoInput/play.ts
東森洋片,http://host496323.us.ooqr.com/pltv/gz.php?id=dsyp
東森洋片,p5p://fccs.123178.top:9906/60449f6d000c10680221a75af38e252f.ts
東森洋片,p5p://fccs.123178.top:9906/60449f6d000c10680221a75af38e252f.ts
FoxMovies,p5p://fccs.123178.top:9906/60441060000dae1309d2c7eb236de319.ts
FoxMovies,p5p://fccs.123178.top:9906/60441060000dae1309d2c7eb236de319.ts
FoxMovies,p5p://fccs.123178.top:9906/60441060000dae1309d2c7eb236de319.ts
AXN,http://50.7.61.148:30080/Entry/axn
AXN,http://50.7.61.148:30080/Entry/axn
AXN,http://v3948069e.live.126.net/live/lgdhdhqt88784905/85.flv
AXN,http://43.128.9.168/jjtv.php?id=80
AXN,p5p://fccs.123178.top:9906/6044d92d0004949903033b6f41d556d0.ts
AXN,p5p://fccs.123178.top:9906/6044d92d0004949903033b6f41d556d0.ts
Thrill,http://iptv5.phoves.com.cn/api/mitv.php?id=79
Thrill,http://43.128.9.168/jjtv.php?id=79
影迷數位電影,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv011
影迷數位電影,http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv011
FOX 頻道,p5p://fccs.123178.top:9906/60440eb10006690c09cc32777254e90a.ts
FOX 頻道,p5p://fccs.123178.top:9906/60440eb10006690c09cc32777254e90a.ts
CATCHPLAY電影台,http://43.128.9.168/jjtv.php?id=76
CATCHPLAY電影台,http://iptv5.phoves.com.cn/api/mitv.php?id=76
CATCHPLAY電影台,http://sytv.xtvants.fun/mytv.php?id=catchplay&token=free&user=free
CATCHPLAY電影台,http://sytv.xtvants.fun/mytv.php?id=catchplay&token=qq3036107507&user=fmys
天映電影,http://50.7.161.82:8278/streams/d/celestial_pye/playlist.m3u8
天映電影,http://43.128.9.168/jjtv.php?id=63
天映電影,http://iptv5.phoves.com.cn/api/mitv.php?id=63
天映電影,http://113.64.147.240:808/hls/62/index.m3u8?times=0
天映經典HD,http://43.128.9.168/jjtv.php?id=64
天映經典HD,http://iptv5.phoves.com.cn/api/mitv.php?id=63
天映經典HD,http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
幸福空間居家台,https://git.io/JgYYF
幸福空間居家台,https://git.io/JgYYF
HGTV居家樂活,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
HGTV居家樂活,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8
國家地理,http://125.227.210.55:16408/VideoInput/play.ts
國家地理,http://125.227.210.37:16408/VideoInput/play.ts
NHKWorldJapan,https://nhkworld.webcdn.stream.ne.jp/www11/nhkworld-tv/zh/725580/livecom_zh.m3u8
NHKWorldJapan,http://58.99.33.16:1935/liveedge17/live_108_3.stream/chunklist.m3u8
NHKWorldJapan,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
NHKWorldJapan,http://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
